ticker,cap,country,industry,financial_currency,currency
0341.HK,small,Hong Kong,Restaurants,HKD,HKD
ONTEX.BR,small,Belgium,Household & Personal Products,EUR,EUR
SILK,small,United States,Medical Devices,USD,USD
LNZA,small,United States,Waste Management,USD,USD
603258.SS,small,China,Electronic Gaming & Multimedia,CNY,CNY
RVNC,small,United States,Biotechnology,USD,USD
TCW.TO,small,Canada,Oil & Gas Equipment & Services,CAD,CAD
INH.F,small,Germany,Conglomerates,EUR,EUR
S08.SI,small,Singapore,Integrated Freight & Logistics,SGD,SGD
GDI.TO,small,Canada,Specialty Business Services,CAD,CAD
AMRK,small,United States,Capital Markets,USD,USD
AGX,small,United States,Engineering & Construction,USD,USD
0215.HK,small,Hong Kong,Telecom Services,HKD,HKD
PPGN.SW,small,Switzerland,Drug Manufacturers - Specialty & Generic,EUR,CHF
GEM.AX,small,Australia,Education & Training Services,AUD,AUD
DYL.AX,small,Australia,Uranium,AUD,AUD
089590.KS,small,South Korea,Airlines,KRW,KRW
BAW.JO,small,South Africa,Rental & Leasing Services,ZAR,ZAc
FCU.TO,small,Canada,Uranium,CAD,CAD
STLTECH.NS,small,India,Electrical Equipment & Parts,INR,INR
NUS,small,United States,Household & Personal Products,USD,USD
CLW,small,United States,Paper & Paper Products,USD,USD
ALAFCO.KW,small,Kuwait,Rental & Leasing Services,KWD,KWF
TIPT,small,United States,Insurance - Specialty,USD,USD
HOUS,small,United States,Real Estate Services,USD,USD
TIGR,small,China,Capital Markets,USD,USD
AVBP,small,United States,Biotechnology,USD,USD
WONDERLA.NS,small,India,Leisure,INR,INR
NAZARA.NS,small,India,Electronic Gaming & Multimedia,INR,INR
181710.KS,small,South Korea,Electronic Gaming & Multimedia,KRW,KRW
GATEWAY.NS,small,India,Integrated Freight & Logistics,INR,INR
ALEC,small,United States,Biotechnology,USD,USD
DDD,small,United States,Computer Hardware,USD,USD
HG1.F,small,Germany,Specialty Industrial Machinery,EUR,EUR
AAD.DE,small,Germany,Staffing & Employment Services,EUR,EUR
CCRN,small,United States,Medical Care Facilities,USD,USD
GMRE,small,United States,REIT - Healthcare Facilities,USD,USD
PL,small,United States,Aerospace & Defense,USD,USD
HTRO.ST,small,Sweden,Communication Equipment,SEK,SEK
GSBC,small,United States,Banks - Regional,USD,USD
DADA,small,China,Internet Retail,CNY,USD
DSP,small,United States,Software - Application,USD,USD
MPLN,small,United States,Health Information Services,USD,USD
CALT,small,Sweden,Biotechnology,SEK,USD
SNPO,small,United States,Electronics & Computer Distribution,USD,USD
MEZZAN.KW,small,Kuwait,Packaged Foods,KWD,KWF
4985.T,small,Japan,Household & Personal Products,JPY,JPY
P15.SI,small,Singapore,Asset Management,SGD,SGD
NXI.PA,small,France,Real Estate - Diversified,EUR,EUR
BOUV.OL,small,Norway,Information Technology Services,NOK,NOK
020560.KS,small,South Korea,Airlines,KRW,KRW
TRE.MC,small,Spain,Engineering & Construction,EUR,EUR
MLAB,small,United States,Scientific & Technical Instruments,USD,USD
MCBS,small,United States,Banks - Regional,USD,USD
HBT,small,United States,Banks - Regional,USD,USD
DESP,small,Argentina,Travel Services,USD,USD
ROOT,small,United States,Insurance - Property & Casualty,USD,USD
NBLY.TO,small,Canada,Pharmaceutical Retailers,CAD,CAD
DXPE,small,United States,Industrial Distribution,USD,USD
MTTR,small,United States,Software - Application,USD,USD
GULFOILLUB.NS,small,India,Specialty Chemicals,INR,INR
CVLG,small,United States,Trucking,USD,USD
OSBC,small,United States,Banks - Regional,USD,USD
OTLY,small,Sweden,Beverages - Non-Alcoholic,USD,USD
5099.KL,small,Malaysia,Airlines,MYR,MYR
RTNPOWER.NS,small,India,Utilities - Renewable,INR,INR
REAX,small,United States,Real Estate Services,USD,USD
MN.MI,small,Italy,Publishing,EUR,EUR
MOV,small,United States,Luxury Goods,USD,USD
UVSP,small,United States,Banks - Regional,USD,USD
CLNE,small,United States,Oil & Gas Refining & Marketing,USD,USD
LASR,small,United States,Semiconductors,USD,USD
SWBI,small,United States,Aerospace & Defense,USD,USD
WSR,small,United States,REIT - Retail,USD,USD
NNOX,small,Israel,Medical Devices,USD,USD
MBWM,small,United States,Banks - Regional,USD,USD
CDNA,small,United States,Diagnostics & Research,USD,USD
AZNOULA.KW,small,Kuwait,Utilities - Diversified,KWD,KWF
KC,small,China,Software - Application,CNY,USD
NFL.NS,small,India,Agricultural Inputs,INR,INR
TPC,small,United States,Engineering & Construction,USD,USD
CF.TO,small,Canada,Capital Markets,CAD,CAD
MCG.L,small,United Kingdom,Railroads,GBP,GBP
JUP.L,small,United Kingdom,Asset Management,GBP,GBP
2170.SR,small,Saudi Arabia,Specialty Chemicals,SAR,SAR
SBS.F,small,Germany,Medical Devices,EUR,EUR
PLOW,small,United States,Auto Parts,USD,USD
CRNC,small,United States,Software - Application,USD,USD
GLDD,small,United States,Engineering & Construction,USD,USD
VTYX,small,United States,Biotechnology,USD,USD
DDI,small,South Korea,Electronic Gaming & Multimedia,KRW,USD
CION,small,United States,Asset Management,USD,USD
BH,small,United States,Restaurants,USD,USD
CHUY,small,United States,Restaurants,USD,USD
TITN,small,United States,Industrial Distribution,USD,USD
CRAP.PA,small,France,Banks - Regional,EUR,EUR
EMUDHRA.NS,small,India,Software - Application,INR,INR
KRT,small,United States,Packaging & Containers,USD,USD
AGHC.KW,small,Kuwait,Conglomerates,KWD,KWF
TIMETECHNO.NS,small,India,Packaging & Containers,INR,INR
ABSI,small,United States,Biotechnology,USD,USD
SUNDARMHLD.NS,small,India,Specialty Business Services,INR,INR
TSND.TO,small,Canada,Drug Manufacturers - Specialty & Generic,USD,CAD
TXT.WA,small,Poland,Software - Application,PLN,PLN
PHM.MC,small,Spain,Biotechnology,EUR,EUR
3669.HK,small,China,Auto & Truck Dealerships,CNY,HKD
DBI,small,United States,Footwear & Accessories,USD,USD
EGLA.MI,small,Italy,Specialty Industrial Machinery,EUR,EUR
2660.HK,small,China,Electronic Gaming & Multimedia,CNY,HKD
TRTX,small,United States,REIT - Mortgage,USD,USD
QIGD.QA,small,Qatar,Building Materials,QAR,QAR
ARZAN.KW,small,Kuwait,Asset Management,KWD,KWF
300052.SZ,small,China,Electronic Gaming & Multimedia,CNY,CNY
T5N.F,small,Estonia,Marine Shipping,EUR,EUR
SAVE,small,United States,Airlines,USD,USD
EZPW,small,United States,Credit Services,USD,USD
VINP,small,Brazil,Asset Management,BRL,USD
UFCS,small,United States,Insurance - Property & Casualty,USD,USD
MLR,small,United States,Auto Parts,USD,USD
FRPH,small,United States,Real Estate Services,USD,USD
IGIC,small,Jordan,Insurance - Diversified,USD,USD
MBB.DE,small,Germany,Conglomerates,EUR,EUR
ABS2.F,small,Austria,Engineering & Construction,EUR,EUR
BIGC,small,United States,Software - Application,USD,USD
TXO,small,United States,Oil & Gas E&P,USD,USD
CEVA,small,United States,Semiconductors,USD,USD
MDN.DE,small,Germany,Consumer Electronics,EUR,EUR
GABRIEL.NS,small,India,Auto Parts,INR,INR
SCWX,small,United States,Software - Infrastructure,USD,USD
SMRT,small,United States,Software - Application,USD,USD
GTN,small,United States,Broadcasting,USD,USD
UVE,small,United States,Insurance - Property & Casualty,USD,USD
KOF.PA,small,France,Residential Construction,EUR,EUR
HEIDELBERG.NS,small,India,Building Materials,INR,INR
DEC.L,small,United States,Oil & Gas E&P,USD,GBP
NR,small,United States,Oil & Gas Equipment & Services,USD,USD
5478.TWO,small,Taiwan,Electronic Gaming & Multimedia,TWD,TWD
SKYT,small,United States,Semiconductors,USD,USD
PNTG,small,United States,Medical Care Facilities,USD,USD
0086.HK,small,Hong Kong,Credit Services,HKD,HKD
PIII,small,United States,Medical Care Facilities,USD,USD
SES,small,United States,Auto Parts,USD,USD
URGN,small,United States,Biotechnology,USD,USD
0062.HK,small,Hong Kong,Railroads,HKD,HKD
IRMD,small,United States,Medical Devices,USD,USD
ALNT,small,United States,Electronic Components,USD,USD
LXU,small,United States,Chemicals,USD,USD
EVLV,small,United States,Security & Protection Services,USD,USD
ORIENTCEM.NS,small,India,Building Materials,INR,INR
BRY,small,United States,Oil & Gas E&P,USD,USD
MPCC.OL,small,Norway,Marine Shipping,USD,NOK
HBNC,small,United States,Banks - Regional,USD,USD
VRLLOG.NS,small,India,Trucking,INR,INR
EB,small,United States,Software - Application,USD,USD
ISO.V,small,Canada,Uranium,CAD,CAD
CINT,small,Brazil,Software - Infrastructure,BRL,USD
IREN,small,Australia,Capital Markets,USD,USD
CTT.LS,small,Portugal,Integrated Freight & Logistics,EUR,EUR
ASHOKA.NS,small,India,Engineering & Construction,INR,INR
TTEC,small,United States,Information Technology Services,USD,USD
3632.T,small,Japan,Electronic Gaming & Multimedia,JPY,JPY
4240.SR,small,Saudi Arabia,Apparel Retail,SAR,SAR
REPX,small,United States,Oil & Gas E&P,USD,USD
OBE,small,Canada,Oil & Gas E&P,CAD,USD
ICG,small,China,Semiconductors,CNY,USD
PKST,small,United States,REIT - Office,USD,USD
LQDT,small,United States,Internet Retail,USD,USD
WABAG.NS,small,India,Engineering & Construction,INR,INR
KALV,small,United States,Biotechnology,USD,USD
ASC.L,small,United Kingdom,Internet Retail,GBP,GBP
KKCL.NS,small,India,Apparel Manufacturing,INR,INR
BOO.L,small,United Kingdom,Internet Retail,GBP,GBP
0315.HK,small,Hong Kong,Telecom Services,HKD,HKD
HDSN,small,United States,Specialty Chemicals,USD,USD
REPL,small,United States,Biotechnology,USD,USD
HVT,small,United States,Home Improvement Retail,USD,USD
FPI,small,United States,REIT - Specialty,USD,USD
TINPLATE.NS,small,India,N/A,INR,INR
0051.HK,small,Hong Kong,Real Estate - Development,HKD,HKD
RWAY,small,United States,Credit Services,N/A,USD
NVRO,small,United States,Medical Devices,USD,USD
SB,small,Monaco,Marine Shipping,USD,USD
MEI,small,United States,Electronic Components,USD,USD
NOEJ.F,small,Germany,Metal Fabrication,EUR,EUR
LMB,small,United States,Building Products & Equipment,USD,USD
122870.KQ,small,South Korea,N/A,KRW,KRW
NPK,small,United States,Aerospace & Defense,USD,USD
RDUS,small,United States,Steel,USD,USD
MGIC,small,Israel,Information Technology Services,USD,USD
KE,small,United States,Electrical Equipment & Parts,USD,USD
AMCX,small,United States,Entertainment,USD,USD
OFIX,small,United States,Medical Devices,USD,USD
NUVB,small,United States,Biotechnology,USD,USD
AINS.KW,small,Kuwait,Insurance - Diversified,KWD,KWF
UHT,small,United States,REIT - Healthcare Facilities,USD,USD
WSU.DE,small,Germany,Specialty Industrial Machinery,EUR,EUR
PAHC,small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
ODC,small,United States,Specialty Chemicals,USD,USD
ISPR,small,United States,Tobacco,USD,USD
FC,small,United States,Education & Training Services,USD,USD
GWCS.QA,small,Qatar,Integrated Freight & Logistics,QAR,QAR
ITRN,small,Israel,Communication Equipment,USD,USD
TRST,small,United States,Banks - Regional,USD,USD
WSTCSTPAPR.NS,small,India,Paper & Paper Products,INR,INR
GREENPANEL.NS,small,India,Lumber & Wood Production,INR,INR
LZM,small,Isle of Man,Other Industrial Metals & Mining,USD,USD
PGRU,small,Singapore,Internet Content & Information,SGD,USD
JPASSOCIAT.NS,small,India,Conglomerates,INR,INR
ADPT,small,United States,Biotechnology,USD,USD
ALT,small,United States,Biotechnology,USD,USD
LIAN,small,United States,Biotechnology,USD,USD
TAM.KW,small,Kuwait,Real Estate - Diversified,KWD,KWF
OSUR,small,United States,Medical Instruments & Supplies,USD,USD
ORIENTELEC.NS,small,India,"Furnishings, Fixtures & Appliances",INR,INR
AARTIDRUGS.NS,small,India,Drug Manufacturers - Specialty & Generic,INR,INR
QRTEA,small,United States,Internet Retail,USD,USD
CPF,small,United States,Banks - Regional,USD,USD
0710.HK,small,Hong Kong,Electronic Components,HKD,HKD
QD,small,China,Credit Services,CNY,USD
6001.SR,small,Saudi Arabia,Packaged Foods,SAR,SAR
RICK,small,United States,Restaurants,USD,USD
SRG,small,United States,REIT - Retail,USD,USD
VEL,small,United States,Mortgage Finance,USD,USD
GATO,small,Canada,Other Precious Metals & Mining,USD,USD
GOOD,small,United States,REIT - Diversified,USD,USD
CVGW,small,United States,Food Distribution,USD,USD
HTBK,small,United States,Banks - Regional,USD,USD
MITK,small,United States,Software - Application,USD,USD
ADSE,small,Ireland,Electrical Equipment & Parts,EUR,USD
MEKKO.HE,small,Finland,Apparel Manufacturing,EUR,EUR
LXRX,small,United States,Biotechnology,USD,USD
0799.HK,small,Singapore,Electronic Gaming & Multimedia,HKD,HKD
CRLBF,small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
IBCP,small,United States,Banks - Regional,USD,USD
PLSE,small,United States,Medical Instruments & Supplies,USD,USD
BDT.DE,small,Germany,Auto Parts,EUR,EUR
MREO,small,United Kingdom,Biotechnology,USD,USD
DJCO,small,United States,Software - Application,USD,USD
BAND,small,United States,Software - Infrastructure,USD,USD
TTI,small,United States,Oil & Gas Equipment & Services,USD,USD
CATX,small,United States,Medical Devices,USD,USD
DAO,small,China,Education & Training Services,CNY,USD
HCAT,small,United States,Health Information Services,USD,USD
GRVY,small,South Korea,Electronic Gaming & Multimedia,KRW,USD
TAST,small,United States,Restaurants,USD,USD
EVER,small,United States,Internet Content & Information,USD,USD
CGNT,small,Israel,Software - Infrastructure,USD,USD
VIB3.DE,small,Germany,"Furnishings, Fixtures & Appliances",EUR,EUR
BYND,small,United States,Packaged Foods,USD,USD
GNE,small,United States,Utilities - Regulated Electric,USD,USD
FUBO,small,United States,Broadcasting,USD,USD
GPRK,small,Colombia,Oil & Gas E&P,USD,USD
ACCO,small,United States,Business Equipment & Supplies,USD,USD
TREE,small,United States,Financial Conglomerates,USD,USD
VYGR,small,United States,Biotechnology,USD,USD
CATC,small,United States,Banks - Regional,USD,USD
CLSC4.SA,small,Brazil,Utilities - Regulated Electric,BRL,BRL
PCZ.DE,small,Germany,Banks - Diversified,EUR,EUR
TALK,small,United States,Health Information Services,USD,USD
FCEL,small,United States,Electrical Equipment & Parts,USD,USD
YORW,small,United States,Utilities - Regulated Water,USD,USD
SPWR,small,United States,Solar,USD,USD
NRDY,small,United States,Software - Application,USD,USD
RBBN,small,United States,Telecom Services,USD,USD
ATNI,small,United States,Telecom Services,USD,USD
PHAT,small,United States,Biotechnology,USD,USD
LWLG,small,United States,Specialty Chemicals,USD,USD
BALY,small,United States,Resorts & Casinos,USD,USD
CLDT,small,United States,REIT - Hotel & Motel,USD,USD
VTRU,small,Brazil,Education & Training Services,BRL,USD
BOC,small,United States,Advertising Agencies,USD,USD
ECN.TO,small,Canada,Mortgage Finance,USD,CAD
CPINV.BR,small,Belgium,REIT - Healthcare Facilities,EUR,EUR
FEC.TO,small,Canada,Oil & Gas E&P,USD,CAD
AMNB,small,United States,Banks - Regional,USD,USD
NLFSK.CO,small,Denmark,Specialty Industrial Machinery,EUR,DKK
JTEKTINDIA.NS,small,India,Auto Parts,INR,INR
APLD,extra_small,United States,Capital Markets,USD,USD
CNSL,extra_small,United States,Telecom Services,USD,USD
GAIN,extra_small,United States,Asset Management,USD,USD
3668.T,extra_small,Japan,Electronic Gaming & Multimedia,JPY,JPY
LILM,extra_small,Germany,Aerospace & Defense,EUR,USD
ASLE,extra_small,United States,Airports & Air Services,USD,USD
ADTN,extra_small,United States,Communication Equipment,USD,USD
TSHA,extra_small,United States,Biotechnology,USD,USD
EQBK,extra_small,United States,Banks - Regional,USD,USD
SHIP.KW,extra_small,Kuwait,Engineering & Construction,KWD,KWF
BRN.AX,extra_small,Australia,Semiconductors,USD,AUD
SD,extra_small,United States,Oil & Gas E&P,USD,USD
BBOX.NS,extra_small,India,Software - Application,INR,INR
KSL.NS,extra_small,India,Steel,INR,INR
HARP,extra_small,United States,Biotechnology,USD,USD
CLA-B.ST,extra_small,Sweden,Confectioners,SEK,SEK
TERN,extra_small,United States,Biotechnology,USD,USD
SUDARSCHEM.NS,extra_small,India,Specialty Chemicals,INR,INR
ABUS,extra_small,United States,Biotechnology,USD,USD
HGS.NS,extra_small,India,Specialty Business Services,INR,INR
7917.T,extra_small,Japan,Packaging & Containers,JPY,JPY
DENN,extra_small,United States,Restaurants,USD,USD
SMBC,extra_small,United States,Banks - Regional,USD,USD
CURV,extra_small,United States,Apparel Retail,USD,USD
RSVR,extra_small,United States,Entertainment,USD,USD
SVM,extra_small,Canada,Silver,USD,USD
GIH.KW,extra_small,Kuwait,Asset Management,KWD,KWF
HLLY,extra_small,United States,Auto Parts,USD,USD
AEHR,extra_small,United States,Semiconductor Equipment & Materials,USD,USD
CCBG,extra_small,United States,Banks - Regional,USD,USD
LND,extra_small,Brazil,Farm Products,BRL,USD
TNYA,extra_small,United States,Biotechnology,USD,USD
VALN,extra_small,France,Biotechnology,EUR,USD
EHAB,extra_small,United States,Medical Care Facilities,USD,USD
MTW,extra_small,United States,Farm & Heavy Construction Machinery,USD,USD
SUPV,extra_small,Argentina,Banks - Regional,ARS,USD
GAMI,extra_small,United States,Asset Management,USD,USD
CAC,extra_small,United States,Banks - Regional,USD,USD
SKIN,extra_small,United States,Household & Personal Products,USD,USD
TGB,extra_small,Canada,Copper,CAD,USD
ZIMV,extra_small,United States,Medical Devices,USD,USD
4549.T,extra_small,Japan,Medical Devices,JPY,JPY
6736.T,extra_small,Japan,Consumer Electronics,JPY,JPY
GLASF,extra_small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
XPER,extra_small,United States,Software - Application,USD,USD
DAVE,extra_small,United States,Software - Application,USD,USD
7552.T,extra_small,Japan,Specialty Retail,JPY,JPY
VIH1.F,extra_small,Germany,Real Estate Services,EUR,EUR
TPB,extra_small,United States,Tobacco,USD,USD
OSPN,extra_small,United States,Software - Infrastructure,USD,USD
NYXH,extra_small,Belgium,Medical Instruments & Supplies,EUR,USD
PETQ,extra_small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
SF.ST,extra_small,Sweden,Electronic Gaming & Multimedia,SEK,SEK
AX-UN.TO,extra_small,Canada,REIT - Diversified,CAD,CAD
HATHWAY.NS,extra_small,India,Entertainment,INR,INR
ACC.OL,extra_small,Norway,Pollution & Treatment Controls,NOK,NOK
GCBC,extra_small,United States,Banks - Regional,USD,USD
LAND,extra_small,United States,REIT - Specialty,USD,USD
MEZA.QA,extra_small,Qatar,Information Technology Services,QAR,QAR
URG,extra_small,United States,Uranium,USD,USD
CWCO,extra_small,Cayman Islands,Utilities - Regulated Water,USD,USD
HAFC,extra_small,United States,Banks - Regional,USD,USD
272450.KS,extra_small,South Korea,Airlines,KRW,KRW
MODV,extra_small,United States,Medical Care Facilities,USD,USD
IMAGICAA.NS,extra_small,India,Entertainment,INR,INR
LSEA,extra_small,United States,Real Estate - Development,USD,USD
SRI,extra_small,United States,Auto Parts,USD,USD
3002.SR,extra_small,Saudi Arabia,Building Materials,SAR,SAR
LBC,extra_small,United States,Banks - Regional,USD,USD
VPG,extra_small,United States,Scientific & Technical Instruments,USD,USD
LIND,extra_small,United States,Travel Services,USD,USD
HONE,extra_small,United States,Banks - Regional,USD,USD
TSAT,extra_small,Canada,Communication Equipment,CAD,USD
KSCL.NS,extra_small,India,Agricultural Inputs,INR,INR
FFWM,extra_small,United States,Banks - Regional,USD,USD
CLFD,extra_small,United States,Communication Equipment,USD,USD
CTLP,extra_small,United States,Information Technology Services,USD,USD
ACIC,extra_small,United States,Insurance - Property & Casualty,USD,USD
RGP,extra_small,United States,Consulting Services,USD,USD
PAY.L,extra_small,United Kingdom,Software - Infrastructure,GBP,GBP
PLW.WA,extra_small,Poland,Electronic Gaming & Multimedia,PLN,PLN
TM17.L,extra_small,United Kingdom,Electronic Gaming & Multimedia,GBP,GBP
IAUX,extra_small,United States,Gold,USD,USD
MCS,extra_small,United States,Entertainment,USD,USD
MVIS,extra_small,United States,Scientific & Technical Instruments,USD,USD
VPLAY-B.ST,extra_small,Sweden,Entertainment,SEK,SEK
OLP,extra_small,United States,REIT - Diversified,USD,USD
MRNS,extra_small,United States,Biotechnology,USD,USD
WDH,extra_small,China,Insurance - Diversified,CNY,USD
DGICA,extra_small,United States,Insurance - Property & Casualty,USD,USD
WASH,extra_small,United States,Banks - Regional,USD,USD
ATLC,extra_small,United States,Credit Services,USD,USD
HTBI,extra_small,United States,Banks - Regional,USD,USD
EAF,extra_small,United States,Electrical Equipment & Parts,USD,USD
CERS,extra_small,United States,Medical Devices,USD,USD
ITM.L,extra_small,United Kingdom,Specialty Industrial Machinery,GBP,GBP
THNC.TO,extra_small,Canada,Software - Application,USD,CAD
IVVD,extra_small,United States,Biotechnology,USD,USD
TMC,extra_small,Canada,Other Industrial Metals & Mining,USD,USD
BLZE,extra_small,United States,Software - Infrastructure,USD,USD
NFBK,extra_small,United States,Banks - Regional,USD,USD
KTA.DE,extra_small,Germany,Recreational Vehicles,EUR,EUR
MGX,extra_small,United States,Biotechnology,USD,USD
JOUT,extra_small,United States,Leisure,USD,USD
GDEV,extra_small,Cyprus,Electronic Gaming & Multimedia,USD,USD
EGY,extra_small,United States,Oil & Gas E&P,USD,USD
MCB,extra_small,United States,Banks - Regional,USD,USD
HUG.WA,extra_small,United States,Electronic Gaming & Multimedia,USD,PLN
DISHTV.NS,extra_small,India,Entertainment,INR,INR
AVNW,extra_small,United States,Communication Equipment,USD,USD
7106.KL,extra_small,Malaysia,Medical Instruments & Supplies,MYR,MYR
JISLDVREQS.NS,extra_small,India,Farm & Heavy Construction Machinery,INR,INR
THFF,extra_small,United States,Banks - Regional,USD,USD
YRD,extra_small,China,Credit Services,CNY,USD
SUBROS.NS,extra_small,India,Auto Parts,INR,INR
0289.HK,extra_small,Hong Kong,Department Stores,HKD,HKD
MXCT,extra_small,United States,Medical Devices,USD,USD
STTK,extra_small,United States,Biotechnology,USD,USD
DHIL,extra_small,United States,Asset Management,USD,USD
SIM0.F,extra_small,Germany,Metal Fabrication,EUR,EUR
019170.KS,extra_small,South Korea,Drug Manufacturers - Specialty & Generic,KRW,KRW
NUCLEUS.NS,extra_small,India,Software - Application,INR,INR
WULF,extra_small,United States,Capital Markets,USD,USD
ESPR,extra_small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
GGP.L,extra_small,United Kingdom,Gold,GBP,GBP
GLAD,extra_small,United States,Asset Management,USD,USD
TRC,extra_small,United States,Conglomerates,USD,USD
DELTACORP.NS,extra_small,India,Resorts & Casinos,INR,INR
GDOT,extra_small,United States,Credit Services,USD,USD
3B7.F,extra_small,Sweden,Telecom Services,SEK,EUR
PNNT,extra_small,United States,Asset Management,USD,USD
HIPO,extra_small,United States,Insurance - Specialty,USD,USD
ENENTO.HE,extra_small,Finland,Consulting Services,EUR,EUR
NTGR,extra_small,United States,Communication Equipment,USD,USD
ALRS,extra_small,United States,Banks - Regional,USD,USD
LUXIND.NS,extra_small,India,Apparel Manufacturing,INR,INR
ORC,extra_small,United States,REIT - Mortgage,USD,USD
CWR.L,extra_small,United Kingdom,Electrical Equipment & Parts,GBP,GBP
GLRE,extra_small,Cayman Islands,Insurance - Reinsurance,USD,USD
002425.SZ,extra_small,China,Electronic Gaming & Multimedia,CNY,CNY
OCS,extra_small,Switzerland,Biotechnology,CHF,USD
ZH,extra_small,China,Internet Content & Information,CNY,USD
3694.T,extra_small,Japan,Software - Infrastructure,JPY,JPY
SRDX,extra_small,United States,Medical Devices,USD,USD
PGC,extra_small,United States,Banks - Regional,USD,USD
AURA,extra_small,United States,Biotechnology,USD,USD
SLAM,extra_small,United States,Shell Companies,USD,USD
0369.HK,extra_small,Hong Kong,Real Estate - Development,HKD,HKD
NYKD.OL,extra_small,Norway,Biotechnology,USD,NOK
CCNE,extra_small,United States,Banks - Regional,USD,USD
RECSI.OL,extra_small,Norway,Semiconductor Equipment & Materials,USD,NOK
RCEL,extra_small,United States,Medical Devices,USD,USD
AUDC,extra_small,Israel,Communication Equipment,USD,USD
AVXL,extra_small,United States,Biotechnology,USD,USD
CVRX,extra_small,United States,Medical Devices,USD,USD
OSG,extra_small,United States,Oil & Gas Midstream,USD,USD
GUTS,extra_small,United States,Biotechnology,USD,USD
0709.HK,extra_small,Hong Kong,Apparel Retail,HKD,HKD
DOMO,extra_small,United States,Software - Application,USD,USD
FSBC,extra_small,United States,Banks - Regional,USD,USD
NBN,extra_small,United States,Banks - Regional,USD,USD
TRDA,extra_small,United States,Biotechnology,USD,USD
PGEN,extra_small,United States,Biotechnology,USD,USD
CRBP,extra_small,United States,Biotechnology,USD,USD
GHRS,extra_small,Ireland,Biotechnology,USD,USD
SKIPPER.NS,extra_small,India,Engineering & Construction,INR,INR
ITOS,extra_small,United States,Biotechnology,USD,USD
MED,extra_small,United States,Personal Services,USD,USD
BSL.DE,extra_small,Germany,Consumer Electronics,EUR,EUR
9692.T,extra_small,Japan,Software - Application,JPY,JPY
KODK,extra_small,United States,Specialty Business Services,USD,USD
TBPH,extra_small,United States,Biotechnology,USD,USD
AROW,extra_small,United States,Banks - Regional,USD,USD
LYTS,extra_small,United States,Electronic Components,USD,USD
NVEC,extra_small,United States,Semiconductors,USD,USD
AVAH,extra_small,United States,Medical Care Facilities,USD,USD
ANRO,extra_small,United States,Biotechnology,USD,USD
091810.KS,extra_small,South Korea,Airlines,KRW,KRW
NPCE,extra_small,United States,Medical Devices,USD,USD
ADAP,extra_small,United Kingdom,Biotechnology,USD,USD
OLG.PA,extra_small,France,Leisure,EUR,EUR
3798.HK,extra_small,China,Electronic Gaming & Multimedia,CNY,HKD
TCP.JO,extra_small,South Africa,Credit Services,ZAR,ZAc
CARERATING.NS,extra_small,India,Financial Data & Stock Exchanges,INR,INR
RXT,extra_small,United States,Software - Infrastructure,USD,USD
D6H.DE,extra_small,Germany,Information Technology Services,EUR,EUR
AVALON.NS,extra_small,India,Electronic Components,INR,INR
THRD,extra_small,United States,Biotechnology,USD,USD
ZYXI,extra_small,United States,Medical Distribution,USD,USD
LAW,extra_small,United States,Software - Application,USD,USD
SKE,extra_small,Canada,Other Industrial Metals & Mining,CAD,USD
NN,extra_small,United States,Software - Infrastructure,USD,USD
YELLQ,extra_small,United States,Trucking,USD,USD
HIKAL.NS,extra_small,India,Drug Manufacturers - Specialty & Generic,INR,INR
FARO,extra_small,United States,Scientific & Technical Instruments,USD,USD
6180.TWO,extra_small,Taiwan,Electronic Gaming & Multimedia,TWD,TWD
BVB.F,extra_small,Germany,Entertainment,EUR,EUR
JSPR,extra_small,United States,Biotechnology,USD,USD
DCGO,extra_small,United States,Medical Care Facilities,USD,USD
HROW,extra_small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
ACRE,extra_small,United States,REIT - Mortgage,USD,USD
CDMO,extra_small,United States,Biotechnology,USD,USD
OPY,extra_small,United States,Capital Markets,USD,USD
KRNY,extra_small,United States,Banks - Regional,USD,USD
NCMI,extra_small,United States,Advertising Agencies,USD,USD
GBLI,extra_small,United States,Insurance - Property & Casualty,USD,USD
ADCT,extra_small,Switzerland,Biotechnology,USD,USD
CSTR,extra_small,United States,Banks - Regional,USD,USD
IDIA.SW,extra_small,Switzerland,Biotechnology,CHF,CHF
ORGO,extra_small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
SWIN,extra_small,Hong Kong,Capital Markets,USD,USD
SGU,extra_small,United States,Oil & Gas Refining & Marketing,USD,USD
1119.HK,extra_small,China,Electronic Gaming & Multimedia,CNY,HKD
RENB,extra_small,United States,Biotechnology,USD,USD
ONEW,extra_small,United States,Specialty Retail,USD,USD
PFOCUS.NS,extra_small,India,Entertainment,INR,INR
RMR,extra_small,United States,Real Estate Services,USD,USD
ACTG,extra_small,United States,Business Equipment & Supplies,USD,USD
VNET,extra_small,China,Information Technology Services,CNY,USD
LXEO,extra_small,United States,Biotechnology,USD,USD
PBPB,extra_small,United States,Restaurants,USD,USD
IMFA.NS,extra_small,India,Steel,INR,INR
