ticker,cap,country,industry,financial_currency,currency
OPL.WA,medium,Poland,Telecom Services,PLN,PLN
INSW,medium,United States,Oil & Gas Midstream,USD,USD
INRN.SW,medium,Switzerland,Specialty Industrial Machinery,CHF,CHF
BLMN,medium,United States,Restaurants,USD,USD
KYMR,medium,United States,Biotechnology,USD,USD
002607.SZ,medium,China,Education & Training Services,CNY,CNY
MODG,medium,United States,Leisure,USD,USD
BRG.AX,medium,Australia,"Furnishings, Fixtures & Appliances",AUD,AUD
STRA,medium,United States,Education & Training Services,USD,USD
PSMT,medium,United States,Discount Stores,USD,USD
KIND-SDB.ST,medium,Malta,Gambling,GBP,SEK
PLTK,medium,Israel,Electronic Gaming & Multimedia,USD,USD
E5H.SI,medium,Singapore,Farm Products,USD,SGD
PLAY,medium,United States,Entertainment,USD,USD
METSA.HE,medium,Finland,Packaging & Containers,EUR,EUR
VCTR,medium,United States,Asset Management,USD,USD
LOUP.PA,medium,France,Packaged Foods,EUR,EUR
FULT,medium,United States,Banks - Regional,USD,USD
HMN.SI,medium,Singapore,REIT - Diversified,SGD,SGD
4015.SR,medium,Saudi Arabia,Drug Manufacturers - Specialty & Generic,SAR,SAR
SMGR.JK,medium,Indonesia,Building Materials,IDR,IDR
BPT.AX,medium,Australia,Oil & Gas E&P,AUD,AUD
7988.T,medium,Japan,Auto Parts,JPY,JPY
ICUI,medium,United States,Medical Instruments & Supplies,USD,USD
PNN.L,medium,United Kingdom,Utilities - Regulated Water,GBP,GBP
AVDX,medium,United States,Software - Infrastructure,USD,USD
BANC,medium,United States,Banks - Regional,USD,USD
6010.SR,medium,Saudi Arabia,Packaged Foods,SAR,SAR
DNA,medium,United States,Biotechnology,USD,USD
ODD,medium,Israel,Software - Infrastructure,USD,USD
PATK,medium,United States,"Furnishings, Fixtures & Appliances",USD,USD
GFTU.L,medium,Ireland,Industrial Distribution,GBP,GBP
COVH.PA,medium,France,REIT - Hotel & Motel,EUR,EUR
LZ,medium,United States,Specialty Business Services,USD,USD
CVBF,medium,United States,Banks - Regional,USD,USD
CMBN.SW,medium,Switzerland,Banks - Regional,CHF,CHF
MYM.F,medium,Austria,Packaging & Containers,EUR,EUR
7277.KL,medium,Malaysia,Oil & Gas Equipment & Services,MYR,MYR
NHI,medium,United States,REIT - Healthcare Facilities,USD,USD
HL,medium,United States,Other Precious Metals & Mining,USD,USD
ARLP,medium,United States,Thermal Coal,USD,USD
RADICO.NS,medium,India,Beverages - Wineries & Distilleries,INR,INR
CBU,medium,United States,Banks - Regional,USD,USD
BEKN.SW,medium,Switzerland,Banks - Regional,CHF,CHF
9468.T,medium,Japan,Publishing,JPY,JPY
SLVM,medium,United States,Paper & Paper Products,USD,USD
RDC.DE,medium,Netherlands,Pharmaceutical Retailers,EUR,EUR
PINC,medium,United States,Health Information Services,USD,USD
5076.T,medium,Japan,Engineering & Construction,JPY,JPY
RELAXO.NS,medium,India,Footwear & Accessories,INR,INR
TIXT,medium,Canada,Software - Infrastructure,USD,USD
BOH,medium,United States,Banks - Regional,USD,USD
EVO,medium,Germany,Drug Manufacturers - Specialty & Generic,EUR,USD
SPB,medium,United States,Household & Personal Products,USD,USD
TDOC,medium,United States,Health Information Services,USD,USD
SFNC,medium,United States,Banks - Regional,USD,USD
FCR-UN.TO,medium,Canada,REIT - Retail,CAD,CAD
TROX,medium,United States,Chemicals,USD,USD
KOZAL.IS,medium,Turkey,Gold,TRY,TRY
RCKT,medium,United States,Biotechnology,USD,USD
QFIN,medium,China,Credit Services,CNY,USD
SOLV.BR,medium,Belgium,Chemicals,EUR,EUR
HCM,medium,Hong Kong,Drug Manufacturers - Specialty & Generic,USD,USD
CARG,medium,United States,Auto & Truck Dealerships,USD,USD
NARI,medium,United States,Medical Devices,USD,USD
CABO,medium,United States,Telecom Services,USD,USD
CJLU.SI,medium,Singapore,Telecom Services,SGD,SGD
TOY.TO,medium,Canada,Leisure,USD,CAD
GSAT,medium,United States,Telecom Services,USD,USD
RYTM,medium,United States,Biotechnology,USD,USD
PRCT,medium,United States,Medical Devices,USD,USD
GGRM.JK,medium,Indonesia,Tobacco,IDR,IDR
TRIDENT.NS,medium,India,Textile Manufacturing,INR,INR
EVTC,medium,United States,Software - Infrastructure,USD,USD
ARCO,medium,Uruguay,Restaurants,USD,USD
WBD.MI,medium,Italy,Engineering & Construction,EUR,EUR
JBLU,medium,United States,Airlines,USD,USD
MWA,medium,United States,Specialty Industrial Machinery,USD,USD
RXO,medium,United States,Trucking,USD,USD
EGO,medium,Canada,Gold,USD,USD
ALG,medium,United States,Farm & Heavy Construction Machinery,USD,USD
VERA,medium,United States,Biotechnology,USD,USD
WERN,medium,United States,Trucking,USD,USD
EBRO.MC,medium,Spain,Packaged Foods,EUR,EUR
KROS,medium,United States,Biotechnology,USD,USD
FTDR,medium,United States,Personal Services,USD,USD
CARBORUNIV.NS,medium,India,Conglomerates,INR,INR
TBBB,medium,Mexico,Discount Stores,MXN,USD
RNW,medium,United Kingdom,Utilities - Renewable,INR,USD
BATRK,medium,United States,Entertainment,USD,USD
4220.SR,medium,Saudi Arabia,Real Estate - Development,SAR,SAR
K71U.SI,medium,Singapore,REIT - Office,SGD,SGD
ECV.F,medium,Germany,Utilities - Renewable,EUR,EUR
DLEKG.TA,medium,Israel,Oil & Gas E&P,ILS,ILA
JSMR.JK,medium,Indonesia,Infrastructure Operations,IDR,IDR
0123.HK,medium,Hong Kong,Real Estate - Development,CNY,HKD
ALPN,medium,United States,Biotechnology,USD,USD
0683.HK,medium,Hong Kong,Real Estate - Development,HKD,HKD
MCW,medium,United States,Personal Services,USD,USD
MANU,medium,United Kingdom,Entertainment,GBP,USD
PEL.NS,medium,India,Financial Conglomerates,INR,INR
CRT-UN.TO,medium,Canada,REIT - Retail,CAD,CAD
TLX.AX,medium,Australia,Biotechnology,AUD,AUD
CRL.MI,medium,Italy,Electronic Components,EUR,EUR
AGL,medium,United States,Medical Care Facilities,USD,USD
ABR,medium,United States,REIT - Mortgage,USD,USD
GENTERA.MX,medium,Mexico,Credit Services,MXN,MXN
SIMO,medium,Hong Kong,Semiconductors,USD,USD
GRBK,medium,United States,Residential Construction,USD,USD
GLOBAL.BK,medium,Thailand,Home Improvement Retail,THB,THB
GRI.L,medium,United Kingdom,Real Estate Services,GBP,GBP
RATNAMANI.NS,medium,India,Steel,INR,INR
CORT,medium,United States,Biotechnology,USD,USD
CALX,medium,United States,Software - Application,USD,USD
PDCO,medium,United States,Medical Distribution,USD,USD
2060.SR,medium,Saudi Arabia,Chemicals,SAR,SAR
MAIRE.MI,medium,Italy,Engineering & Construction,EUR,EUR
T82U.SI,medium,Singapore,REIT - Diversified,SGD,SGD
NMIH,medium,United States,Insurance - Specialty,USD,USD
CMPR,medium,Ireland,Advertising Agencies,USD,USD
VSAT,medium,United States,Communication Equipment,USD,USD
PGTI,medium,United States,Building Products & Equipment,USD,USD
RXRX,medium,United States,Biotechnology,USD,USD
NABL,medium,United States,Information Technology Services,USD,USD
VIAV,medium,United States,Communication Equipment,USD,USD
MRP.JO,medium,South Africa,Apparel Retail,ZAR,ZAc
LH.BK,medium,Thailand,Real Estate - Development,THB,THB
EQB.TO,medium,Canada,Banks - Regional,CAD,CAD
ALUA.BA,medium,Argentina,Aluminum,ARS,ARS
COUR,medium,United States,Education & Training Services,USD,USD
BBY.L,medium,United Kingdom,Engineering & Construction,GBP,GBP
KAJARIACER.NS,medium,India,Building Products & Equipment,INR,INR
4005.SR,medium,Saudi Arabia,Medical Care Facilities,SAR,SAR
EMAMILTD.NS,medium,India,Household & Personal Products,INR,INR
APLLTD.NS,medium,India,Drug Manufacturers - Specialty & Generic,INR,INR
MTX,medium,United States,Specialty Chemicals,USD,USD
CARM.PA,medium,France,REIT - Retail,EUR,EUR
CRK,medium,United States,Oil & Gas E&P,USD,USD
6966.T,medium,Japan,Semiconductors,JPY,JPY
PDN.AX,medium,Australia,N/A,USD,AUD
PTVE,medium,United States,Packaging & Containers,USD,USD
SES.TO,medium,Canada,Waste Management,CAD,CAD
TIMKEN.NS,medium,India,Tools & Accessories,INR,INR
FA,medium,United States,Specialty Business Services,USD,USD
PAY,medium,United States,Software - Infrastructure,USD,USD
SANOFI.NS,medium,India,Drug Manufacturers - General,INR,INR
EXX.JO,medium,South Africa,Thermal Coal,ZAR,ZAc
AIR,medium,United States,Aerospace & Defense,USD,USD
TGS,medium,Argentina,Oil & Gas Integrated,ARS,USD
DRVN,medium,United States,Auto & Truck Dealerships,USD,USD
SONO,medium,United States,Consumer Electronics,USD,USD
058470.KQ,medium,South Korea,N/A,KRW,KRW
BFF.MI,medium,Italy,Credit Services,EUR,EUR
CPK,medium,United States,Utilities - Regulated Gas,USD,USD
PTCT,medium,United States,Biotechnology,USD,USD
AOF.F,medium,Germany,Software - Application,EUR,EUR
TALO,medium,United States,Oil & Gas E&P,USD,USD
ROCK,medium,United States,Building Products & Equipment,USD,USD
EBC,medium,United States,Banks - Regional,USD,USD
WAFD,medium,United States,Banks - Regional,USD,USD
PRGS,medium,United States,Software - Infrastructure,USD,USD
IESC,medium,United States,Engineering & Construction,USD,USD
SOVO,medium,United States,Packaged Foods,USD,USD
GVA,medium,United States,Engineering & Construction,USD,USD
COLBUN.SN,medium,Chile,Utilities - Regulated Electric,USD,CLP
AMBA,medium,United States,Semiconductor Equipment & Materials,USD,USD
2201.TW,medium,Taiwan,Auto Manufacturers,TWD,TWD
FL,medium,United States,Apparel Retail,USD,USD
BURG.KW,medium,Kuwait,Banks - Regional,KWD,KWF
4980.T,medium,Japan,Electronic Components,JPY,JPY
RAMCOCEM.NS,medium,India,Building Materials,INR,INR
CDSL.NS,medium,India,Capital Markets,INR,INR
MIKA.JK,medium,Indonesia,Medical Care Facilities,IDR,IDR
VCT.NZ,medium,New Zealand,Utilities - Diversified,NZD,NZD
GTX,medium,Switzerland,Auto Parts,USD,USD
PPBI,medium,United States,Banks - Regional,USD,USD
EMBRAC-B.ST,medium,Sweden,Electronic Gaming & Multimedia,SEK,SEK
4090.SR,medium,Saudi Arabia,Real Estate - Diversified,SAR,SAR
SHO,medium,United States,REIT - Hotel & Motel,USD,USD
BLX.TO,medium,Canada,Utilities - Renewable,CAD,CAD
AMOT.TA,medium,Israel,Real Estate Services,ILS,ILA
GLPG,medium,Belgium,Biotechnology,EUR,USD
COFB.BR,medium,Belgium,REIT - Diversified,EUR,EUR
GH,medium,United States,Diagnostics & Research,USD,USD
LAND.SW,medium,Switzerland,Electrical Equipment & Parts,USD,CHF
LXS.F,medium,Germany,Specialty Chemicals,EUR,EUR
UPST,medium,United States,Credit Services,USD,USD
PZZA,medium,United States,Restaurants,USD,USD
HBM,medium,Canada,Copper,USD,USD
CLBT,medium,Israel,Software - Infrastructure,USD,USD
ALKT,medium,United States,Software - Application,USD,USD
0069.HK,medium,Hong Kong,Lodging,USD,HKD
TPZ.TO,medium,Canada,Oil & Gas Midstream,CAD,CAD
DEVYANI.NS,medium,India,Restaurants,INR,INR
HFG.DE,medium,Germany,Restaurants,EUR,EUR
BILL.ST,medium,Sweden,Paper & Paper Products,SEK,SEK
IONQ,medium,United States,Computer Hardware,USD,USD
COFA.PA,medium,France,Insurance - Reinsurance,EUR,EUR
TISCO.BK,medium,Thailand,Banks - Regional,THB,THB
IDL.PA,medium,France,Specialty Business Services,EUR,EUR
RAMP,medium,United States,Software - Infrastructure,USD,USD
MIR,medium,United States,Specialty Industrial Machinery,USD,USD
1810.SR,medium,Saudi Arabia,Travel Services,SAR,SAR
7564.T,medium,Japan,Apparel Retail,JPY,JPY
ENJSA.IS,medium,Turkey,Utilities - Regulated Electric,TRY,TRY
UPONOR.HE,medium,Finland,Building Products & Equipment,EUR,EUR
BATAINDIA.NS,medium,India,Footwear & Accessories,INR,INR
OSIS,medium,United States,Electronic Components,USD,USD
CROMPTON.NS,medium,India,"Furnishings, Fixtures & Appliances",INR,INR
STRS.TA,medium,Israel,Packaged Foods,ILS,ILA
AMN,medium,United States,Medical Care Facilities,USD,USD
MNV6.F,medium,Germany,Utilities - Regulated Electric,EUR,EUR
SIX,medium,United States,Leisure,USD,USD
POT.NZ,medium,New Zealand,Marine Shipping,NZD,NZD
FIL.TO,medium,Canada,Other Industrial Metals & Mining,CAD,CAD
FCPT,medium,United States,REIT - Retail,USD,USD
000927.SZ,medium,China,Railroads,CNY,CNY
PRFT,medium,United States,Information Technology Services,USD,USD
IDFC.NS,medium,India,Asset Management,INR,INR
4020.SR,medium,Saudi Arabia,Real Estate Services,SAR,SAR
4161.SR,medium,Saudi Arabia,Grocery Stores,SAR,SAR
AMPH,medium,United States,Drug Manufacturers - Specialty & Generic,USD,USD
SSPG.L,medium,United Kingdom,Restaurants,GBP,GBP
MCX.NS,medium,India,Financial Data & Stock Exchanges,INR,INR
HTZ,medium,United States,Rental & Leasing Services,USD,USD
AWC.AX,medium,Australia,Aluminum,USD,AUD
002747.SZ,medium,China,Specialty Industrial Machinery,CNY,CNY
DAN.MI,medium,Italy,Specialty Industrial Machinery,EUR,EUR
PAX,medium,Cayman Islands,Asset Management,USD,USD
SCYR.MC,medium,Spain,Engineering & Construction,EUR,EUR
JBI,medium,United States,Building Products & Equipment,USD,USD
9533.T,medium,Japan,Utilities - Regulated Gas,JPY,JPY
TEG.F,medium,Germany,Real Estate Services,EUR,EUR
SUL.AX,medium,Australia,Specialty Retail,AUD,AUD
INDB,medium,United States,Banks - Regional,USD,USD
FUN,medium,United States,Leisure,USD,USD
CWK,medium,United Kingdom,Real Estate Services,USD,USD
ELUX-A.ST,medium,Sweden,"Furnishings, Fixtures & Appliances",SEK,SEK
S92.F,medium,Germany,Solar,EUR,EUR
GLNG,medium,Bermuda,Oil & Gas Midstream,USD,USD
JAMF,medium,United States,Software - Application,USD,USD
CSH-UN.TO,medium,Canada,Real Estate Services,CAD,CAD
POST.VI,medium,Austria,Integrated Freight & Logistics,EUR,EUR
PSEC,medium,United States,Asset Management,USD,USD
NATCOPHARM.NS,medium,India,Drug Manufacturers - Specialty & Generic,INR,INR
4385.T,medium,Japan,Internet Retail,JPY,JPY
AUB.AX,medium,Australia,Insurance Brokers,AUD,AUD
ZETA,medium,United States,Software - Application,USD,USD
PD,medium,United States,Software - Application,USD,USD
MONET.PR,medium,Czech Republic,Banks - Regional,CZK,CZK
LALPATHLAB.NS,medium,India,Diagnostics & Research,INR,INR
C52.SI,medium,Singapore,Railroads,SGD,SGD
PRIM,medium,United States,Engineering & Construction,USD,USD
VCEL,medium,United States,Biotechnology,USD,USD
VZIO,medium,United States,Consumer Electronics,USD,USD
TWST,medium,United States,Diagnostics & Research,USD,USD
SITM,medium,United States,Semiconductors,USD,USD
ARIS.MI,medium,Italy,Utilities - Renewable,EUR,EUR
KEC.NS,medium,India,Engineering & Construction,INR,INR
AT1.F,medium,Luxembourg,Real Estate Services,EUR,EUR
SNEX,medium,United States,Capital Markets,USD,USD
MLKN,medium,United States,"Furnishings, Fixtures & Appliances",USD,USD
SANA,medium,United States,Biotechnology,USD,USD
DNUT,medium,United States,Grocery Stores,USD,USD
BE,medium,United States,Electrical Equipment & Parts,USD,USD
PLUS,medium,United States,Software - Application,USD,USD
DMP.F,medium,Germany,Drug Manufacturers - Specialty & Generic,EUR,EUR
4401.T,medium,Japan,Specialty Chemicals,JPY,JPY
AGYS,medium,United States,Software - Application,USD,USD
SUMICHEM.NS,medium,India,Agricultural Inputs,INR,INR
ATUL.NS,medium,India,Specialty Chemicals,INR,INR
6028.T,medium,Japan,Staffing & Employment Services,JPY,JPY
300459.SZ,medium,China,Electronic Gaming & Multimedia,CNY,CNY
EAT,medium,United States,Restaurants,USD,USD
QTCOM.HE,medium,Finland,Software - Application,EUR,EUR
SPEN.TA,medium,Israel,Engineering & Construction,ILS,ILA
6060.HK,medium,China,Insurance - Property & Casualty,CNY,HKD
GRT.JO,medium,South Africa,REIT - Diversified,ZAR,ZAc
PRK,medium,United States,Banks - Regional,USD,USD
SXI,medium,United States,Specialty Industrial Machinery,USD,USD
WB,medium,China,Internet Content & Information,USD,USD
SHLS,medium,United States,Solar,USD,USD
NHH.MC,medium,Spain,Lodging,EUR,EUR
ARDX,medium,United States,Biotechnology,USD,USD
SBCF,medium,United States,Banks - Regional,USD,USD
RKLB,medium,United States,Aerospace & Defense,USD,USD
BNLI.JK,medium,Indonesia,Banks - Regional,IDR,IDR
UE,medium,United States,REIT - Retail,USD,USD
RITES.NS,medium,India,Engineering & Construction,INR,INR
FOXF,medium,United States,Auto Parts,USD,USD
LEHN.SW,medium,Switzerland,Electrical Equipment & Parts,CHF,CHF
LAUR,medium,United States,Education & Training Services,USD,USD
PARR,medium,United States,Oil & Gas Refining & Marketing,USD,USD
CPE,medium,United States,Oil & Gas E&P,USD,USD
DOKA.SW,medium,Switzerland,Security & Protection Services,CHF,CHF
RHF.F,medium,Austria,Metal Fabrication,EUR,EUR
SG,medium,United States,Restaurants,USD,USD
HEES,medium,United States,Rental & Leasing Services,USD,USD
TITC.BR,medium,Belgium,Building Materials,EUR,EUR
CNK,medium,United States,Entertainment,USD,USD
UCTT,medium,United States,Semiconductor Equipment & Materials,USD,USD
FFBC,medium,United States,Banks - Regional,USD,USD
TTML.NS,medium,India,Telecom Services,INR,INR
TBBK,medium,United States,Banks - Regional,USD,USD
ICAD.PA,medium,France,REIT - Diversified,EUR,EUR
CCU,medium,Chile,Beverages - Brewers,CLP,USD
NCH2.DE,medium,Germany,Specialty Industrial Machinery,EUR,EUR
TAC,medium,Canada,Utilities - Independent Power Producers,CAD,USD
ERA.PA,medium,France,Other Industrial Metals & Mining,EUR,EUR
SAFE.L,medium,United Kingdom,REIT - Industrial,GBP,GBP
ORP.PA,medium,France,Medical Care Facilities,EUR,EUR
QATI.QA,medium,Qatar,Insurance - Diversified,QAR,QAR
TRN,medium,United States,Railroads,USD,USD
B4B.F,medium,Germany,Food Distribution,EUR,EUR
PEY.TO,medium,Canada,Oil & Gas E&P,CAD,CAD
ARHS,medium,United States,Home Improvement Retail,USD,USD
TGLS,medium,Colombia,Building Materials,USD,USD
AY,medium,United Kingdom,Utilities - Renewable,USD,USD
CNU.NZ,medium,New Zealand,Telecom Services,NZD,NZD
SINCH.ST,medium,Sweden,Telecom Services,SEK,SEK
DAVA,medium,United Kingdom,Software - Infrastructure,GBP,USD
9914.TW,medium,Taiwan,Leisure,TWD,TWD
1860.T,medium,Japan,Engineering & Construction,JPY,JPY
3105.TWO,medium,Taiwan,Semiconductors,TWD,TWD
CGG.TO,medium,Canada,Other Precious Metals & Mining,USD,CAD
LSPD,medium,Canada,Software - Application,USD,USD
FIHL,medium,Bermuda,Insurance - Diversified,USD,USD
SFER.MI,medium,Italy,Luxury Goods,EUR,EUR
CAR.WA,medium,Poland,Auto Parts,PLN,PLN
TOWN,medium,United States,Banks - Regional,USD,USD
PUYI,medium,China,Asset Management,CNY,USD
FRME,medium,United States,Banks - Regional,USD,USD
KRU.WA,medium,Poland,Credit Services,PLN,PLN
SPNT,medium,Bermuda,Insurance - Reinsurance,USD,USD
OII,medium,United States,Oil & Gas Equipment & Services,USD,USD
OVH.PA,medium,France,Software - Infrastructure,EUR,EUR
VECO,medium,United States,Semiconductor Equipment & Materials,USD,USD
HTH,medium,United States,Banks - Regional,USD,USD
FOUR.L,medium,United Kingdom,Advertising Agencies,USD,GBP
LTR.AX,medium,Australia,Other Industrial Metals & Mining,AUD,AUD
SMWH.L,medium,United Kingdom,Specialty Retail,GBP,GBP
NETC.CO,medium,Denmark,Information Technology Services,DKK,DKK
MFI.TO,medium,Canada,Packaged Foods,CAD,CAD
HARL.TA,medium,Israel,Insurance - Diversified,ILS,ILA
TGH,medium,Bermuda,Rental & Leasing Services,USD,USD
INOXWIND.NS,medium,India,Specialty Industrial Machinery,INR,INR
XRX,medium,United States,Information Technology Services,USD,USD
ROG,medium,United States,Electronic Components,USD,USD
0880.HK,medium,Hong Kong,Resorts & Casinos,HKD,HKD
ENLT,medium,Israel,Utilities - Renewable,USD,USD
